offers_A,demands_A,offers_B,demands_B,compatibility_percent
"[85, 57]","[89, 92]","[20, 100]","[88, 44]",76.75
"[2, 19, 54, 57, 38, 44, 72]","[64, 15, 29, 43, 60, 22, 40]","[24, 4, 98, 70, 20, 16, 91]","[78, 100, 54, 1, 77, 80, 66]",61.57142857142857
"[38, 68, 15, 21, 92, 88, 7, 98, 32, 49, 86, 21, 81, 55, 9]","[32, 42, 62, 14, 63, 39, 13, 31, 56, 24, 41, 99, 88, 39, 35]","[20, 2, 10, 85, 65, 65, 93, 56, 13, 48, 37, 97, 51, 41, 88]","[83, 43, 17, 28, 1, 62, 4, 52, 100, 57, 34, 10, 6, 89, 80]",65.43333333333334
"[21, 29, 58, 27, 42, 66, 15, 72, 10, 97, 30, 17, 64, 44, 86, 9, 35, 84, 76]","[36, 15, 28, 1, 27, 27, 85, 50, 83, 42, 60, 74, 76, 61, 80, 45, 64, 46, 22]","[61, 70, 3, 36, 31, 43, 25, 52, 75, 7, 44, 94, 6, 41, 27, 10, 1, 20, 77]","[1, 40, 31, 15, 51, 74, 76, 32, 78, 81, 41, 94, 80, 27, 29, 20, 90, 25, 18]",65.92512208355942
"[21, 38, 30, 30, 99]","[1, 67, 13, 23, 82]","[33, 69, 46, 81, 94]","[90, 11, 29, 41, 18]",67.07070707070709
"[12, 36, 92, 59, 19, 58, 48, 18, 29]","[72, 88, 22, 80, 16, 68, 18, 47, 14]","[4, 49, 3, 25, 97, 90, 45, 90, 89]","[98, 48, 30, 30, 55, 49, 30, 52, 60]",57.709750566893426
"[64, 69, 96, 84, 16, 8, 26, 80, 86, 82, 73, 74, 4]","[26, 71, 88, 59, 22, 12, 63, 34, 22, 46, 71, 13, 94]","[42, 59, 78, 73, 33, 71, 63, 97, 79, 21, 23, 27, 85]","[10, 28, 7, 84, 60, 82, 55, 10, 40, 43, 19, 52, 33]",63.164155432196665
"[52, 96]","[99, 97]","[92, 1]","[90, 10]",42.676767676767675
"[89, 70, 78, 24, 50, 48, 61, 72, 92, 90, 56, 18]","[74, 22, 30, 96, 4, 23, 16, 24, 95, 4, 87, 100]","[20, 49, 98, 30, 75, 4, 69, 18, 25, 34, 44, 96]","[74, 60, 76, 30, 57, 79, 75, 54, 44, 7, 37, 56]",66.58333333333333
[33],[31],[4],[95],53.1578947368421
"[36, 6, 1, 99, 58, 2, 23, 22, 50, 28, 8, 99, 47, 41, 24, 54, 86, 3, 61]","[6, 19, 70, 5, 17, 31, 38, 38, 79, 47, 99, 27, 54, 97, 92, 56, 19, 18, 62]","[62, 24, 51, 91, 29, 38, 74, 90, 70, 25, 71, 18, 74, 74, 83, 45, 21, 78, 24]","[69, 93, 91, 40, 47, 20, 2, 76, 75, 86, 39, 63, 23, 42, 17, 47, 13, 28, 79]",68.58054226475278
"[35, 72, 32, 3, 63]","[87, 87, 29, 71, 16]","[80, 82, 11, 90, 63]","[15, 27, 83, 67, 43]",67.11111111111111
"[11, 60, 66, 44, 52, 31, 80, 19, 87, 14, 23, 70, 11]","[88, 11, 18, 76, 94, 78, 84, 57, 17, 84, 86, 40, 94]","[14, 47, 71, 80, 75, 20, 21, 50, 44, 99, 67, 96, 21]","[10, 67, 25, 41, 100, 7, 78, 22, 76, 100, 22, 22, 30]",69.3076923076923
"[7, 77, 29, 83, 49, 99, 1, 30, 84, 15]","[81, 32, 57, 6, 16, 39, 44, 30, 23, 37]","[68, 94, 30, 95, 64, 73, 40, 49, 86, 48]","[10, 71, 47, 86, 18, 12, 67, 30, 65, 7]",69.14141414141415
"[1, 14, 7, 50, 54, 87, 49]","[1, 4, 91, 71, 6, 26, 25]","[37, 76, 79, 1, 94, 23, 6]","[80, 40, 27, 82, 50, 15, 51]",59.346504559270514
"[30, 81, 38, 7, 55, 47, 30, 99, 59, 81, 16, 38, 90, 4, 100]","[28, 97, 84, 9, 47, 5, 86, 27, 19, 67, 99, 69, 87, 92, 47]","[75, 29, 15, 8, 97, 6, 84, 10, 88, 53, 38, 78, 15, 51, 9]","[31, 69, 49, 51, 6, 69, 74, 81, 85, 99, 56, 65, 79, 75, 97]",68.13333333333334
"[58, 94, 72, 91, 82, 53, 71, 49, 26]","[47, 40, 15, 84, 57, 59, 51, 57, 99]","[43, 38, 66, 66, 40, 6, 29, 92, 56]","[21, 97, 49, 24, 32, 67, 47, 65, 74]",70.42648709315377
"[84, 80, 4]","[71, 79, 3]","[95, 19, 35]","[66, 45, 58]",60.877192982456144
"[77, 77, 17, 90, 16, 67, 60, 9, 15, 34, 97, 59, 93, 84]","[52, 6, 11, 16, 50, 14, 78, 93, 27, 91, 75, 72, 68, 70]","[89, 88, 85, 51, 54, 58, 82, 30, 17, 82, 50, 8, 87, 49]","[12, 13, 50, 46, 73, 56, 11, 90, 78, 3, 11, 75, 75, 12]",56.51693667157584
"[77, 94, 79, 8, 27, 40, 21, 77, 48]","[38, 47, 33, 32, 1, 2, 29, 96, 21]","[2, 51, 90, 83, 66, 4, 56, 40, 1]","[4, 58, 94, 97, 16, 1, 50, 62, 86]",62.0274914089347
"[6, 40, 18, 62]","[99, 75, 96, 81]","[25, 98, 94, 96]","[52, 15, 64, 68]",70.07575757575758
"[20, 82, 87, 66, 46, 12, 7, 76, 37, 15, 42, 90, 13, 10, 25, 48]","[31, 86, 23, 93, 1, 23, 18, 97, 73, 53, 89, 98, 91, 74, 47, 8]","[25, 47, 98, 71, 87, 30, 78, 65, 67, 12, 38, 19, 37, 49, 41, 2]","[81, 71, 22, 18, 4, 16, 3, 79, 3, 13, 56, 22, 65, 79, 25, 50]",65.75255102040816
"[79, 32, 14, 92]","[77, 97, 19, 50]","[56, 61, 73, 1]","[67, 7, 80, 95]",65.72164948453609
"[32, 82, 63, 94, 72, 51, 15, 58, 33, 57, 43]","[81, 76, 66, 56, 100, 21, 37, 73, 1, 8, 72]","[75, 6, 80, 69, 87, 61, 78, 70, 45, 78, 83]","[67, 30, 9, 94, 71, 52, 40, 70, 75, 26, 46]",73.5909090909091
"[40, 79, 2, 76, 91, 34, 20, 76, 11]","[82, 92, 75, 41, 57, 21, 73, 57, 16]","[34, 93, 61, 4, 9, 84, 91, 97, 85]","[72, 95, 80, 50, 41, 30, 58, 48, 98]",60.487528344671205
"[62, 11, 5, 8, 100, 83, 56, 33, 87, 13]","[1, 73, 79, 56, 72, 70, 19, 95, 86, 52]","[68, 82, 35, 62, 62, 77, 21, 29, 75, 24]","[100, 3, 80, 13, 84, 84, 43, 78, 76, 62]",74.45
"[59, 55, 48, 74, 37, 16, 51, 90, 12, 47, 20, 39, 77, 60, 1]","[21, 93, 38, 48, 25, 74, 28, 29, 59, 35, 38, 85, 71, 40, 98]","[41, 70, 99, 90, 9, 45, 100, 60, 95, 84, 83, 61, 24, 32, 23]","[14, 3, 41, 74, 19, 64, 7, 16, 1, 54, 47, 8, 68, 33, 61]",65.4
"[93, 15, 15, 41, 99]","[88, 98, 14, 54, 36]","[69, 78, 53, 94, 92]","[6, 18, 11, 90, 99]",67.97979797979798
"[43, 16, 36, 99, 52]","[78, 16, 60, 88, 59]","[13, 65, 51, 65, 93]","[60, 11, 62, 31, 22]",67.07070707070709
"[51, 86]","[49, 81]","[80, 43]","[59, 57]",69.18604651162791
"[69, 70, 52, 78, 89, 83, 3, 5, 4, 77, 59, 80, 95, 33]","[67, 48, 77, 3, 63, 14, 66, 93, 81, 89, 82, 60, 62, 77]","[20, 18, 54, 22, 57, 45, 2, 7, 81, 52, 59, 16, 45, 72]","[74, 52, 81, 50, 31, 37, 9, 5, 12, 19, 16, 57, 67, 50]",69.96240601503759
"[26, 78, 81, 38, 3, 27, 35, 72, 78, 43, 61, 78, 80, 49, 84]","[33, 9, 19, 61, 13, 37, 65, 4, 36, 46, 16, 46, 50, 56, 21]","[92, 2, 87, 61, 97, 8, 73, 37, 53, 83, 26, 11, 12, 68, 76]","[41, 24, 67, 51, 30, 96, 46, 36, 79, 30, 4, 14, 28, 53, 48]",67.07903780068727
"[50, 46, 23, 10, 99, 4, 9, 98, 12, 55, 56, 27, 63]","[51, 42, 78, 38, 12, 73, 3, 25, 55, 72, 41, 89, 90]","[19, 43, 19, 88, 7, 24, 38, 72, 5, 1, 46, 63, 19]","[17, 30, 49, 55, 89, 16, 17, 98, 52, 57, 19, 17, 39]",70.31857031857031
"[70, 73, 79, 14, 3, 87, 36, 64, 2]","[87, 20, 86, 89, 2, 22, 18, 35, 83]","[73, 81, 55, 31, 7, 30, 27, 75, 83]","[16, 60, 28, 39, 63, 84, 55, 45, 25]",69.22596754057429
"[24, 16, 50, 62, 21, 58, 33, 22, 11, 82, 41, 8, 87, 48, 30, 95, 70, 17, 56]","[38, 10, 92, 76, 48, 76, 9, 67, 76, 89, 38, 77, 53, 40, 70, 50, 11, 71, 51]","[30, 46, 23, 94, 67, 65, 67, 23, 11, 52, 85, 28, 83, 13, 22, 23, 41, 10, 49]","[20, 76, 73, 42, 78, 13, 37, 13, 44, 86, 14, 72, 84, 41, 58, 68, 43, 42, 63]",67.86703601108033
"[76, 53, 65, 93, 26, 20, 66, 35, 100, 33, 5, 16, 60, 70, 78]","[39, 70, 62, 39, 7, 51, 41, 71, 51, 51, 91, 60, 69, 34, 15]","[35, 71, 51, 47, 72, 16, 21, 74, 76, 50, 1, 45, 82, 99, 75]","[15, 84, 18, 88, 1, 30, 95, 38, 44, 18, 44, 39, 23, 14, 72]",71.36666666666666
"[48, 40, 55, 43, 83, 63, 68, 15, 99, 33]","[45, 23, 80, 65, 67, 88, 8, 92, 92, 81]","[69, 90, 74, 28, 14, 33, 52, 74, 32, 42]","[38, 91, 96, 84, 70, 18, 28, 1, 98, 32]",66.66666666666667
"[22, 61, 11, 32, 91, 84]","[72, 5, 51, 93, 6, 73]","[59, 41, 37, 79, 83, 95]","[96, 3, 33, 77, 92, 37]",63.28125
"[73, 22, 52, 74, 3, 48, 66, 60, 39, 75, 85, 14, 31, 51, 38, 5, 87, 57, 56, 60]","[74, 20, 95, 98, 84, 87, 24, 29, 73, 8, 63, 88, 18, 55, 78, 2, 91, 31, 38, 60]","[74, 14, 77, 36, 31, 43, 91, 76, 6, 68, 83, 72, 15, 14, 47, 52, 4, 4, 87, 53]","[10, 14, 33, 64, 80, 63, 75, 94, 62, 30, 33, 84, 7, 47, 37, 81, 57, 76, 84, 41]",64.7704081632653
"[69, 34, 20, 93, 32, 96]","[9, 1, 78, 95, 57, 66]","[27, 16, 17, 25, 95, 2]","[9, 83, 50, 85, 46, 6]",55.12152777777777
"[52, 52, 5, 18, 52, 89, 17, 33]","[90, 36, 82, 26, 68, 54, 66, 84]","[18, 42, 5, 87, 18, 84, 99, 1]","[27, 67, 21, 39, 5, 75, 65, 51]",61.111111111111114
"[86, 72, 84, 44, 90, 18, 99, 80, 3, 4]","[99, 5, 95, 51, 79, 20, 5, 48, 47, 36]","[11, 32, 80, 58, 64, 4, 33, 77, 96, 1]","[24, 39, 22, 83, 66, 52, 72, 94, 14, 57]",66.26262626262626
"[46, 1, 67, 77, 23, 46, 87, 73, 8, 61, 38]","[46, 11, 16, 75, 32, 88, 99, 51, 33, 3, 51]","[20, 56, 50, 23, 34, 61, 37, 65, 44, 43, 31]","[92, 5, 62, 87, 81, 2, 84, 26, 29, 81, 24]",72.22222222222223
"[99, 86, 48, 83, 95, 53, 3, 44, 70, 20, 37, 66, 66, 22, 22, 80, 70]","[95, 62, 41, 90, 24, 54, 72, 32, 10, 10, 40, 50, 74, 100, 25, 38, 60]","[4, 7, 86, 43, 52, 30, 57, 8, 96, 87, 19, 93, 78, 51, 56, 70, 6]","[100, 2, 53, 76, 82, 90, 16, 55, 18, 14, 4, 1, 49, 41, 75, 96, 74]",65.82352941176471
"[41, 59, 77, 64, 26, 50, 31, 37, 5, 72, 62, 93]","[11, 69, 39, 76, 11, 74, 69, 68, 37, 21, 59, 73]","[89, 79, 87, 95, 99, 50, 59, 18, 69, 53, 61, 49]","[45, 42, 69, 11, 59, 47, 59, 88, 99, 56, 35, 84]",68.01346801346801
"[90, 25, 11, 44, 73, 16, 98, 37, 77, 78, 95, 66, 88, 92, 26, 60, 64]","[54, 80, 80, 48, 100, 81, 28, 77, 48, 84, 41, 35, 71, 94, 19, 13, 89]","[29, 80, 66, 3, 81, 78, 69, 48, 53, 22, 80, 53, 11, 64, 82, 95, 91]","[70, 19, 44, 60, 78, 40, 44, 99, 27, 1, 12, 91, 7, 20, 15, 79, 81]",64.94117647058823
"[12, 34, 44, 32, 53]","[63, 18, 9, 80, 25]","[85, 4, 34, 61, 78]","[84, 66, 69, 15, 45]",66.23529411764706
"[70, 48, 2, 89, 56, 63, 88, 96, 58, 41, 94, 55, 19, 35, 58]","[60, 30, 56, 32, 56, 61, 63, 61, 80, 63, 96, 73, 21, 75, 97]","[68, 22, 95, 75, 94, 68, 80, 82, 15, 6, 74, 59, 24, 50, 81]","[56, 32, 42, 67, 60, 69, 8, 71, 51, 96, 96, 16, 6, 77, 30]",73.33333333333334
"[54, 65, 94, 81, 75, 21, 90, 88, 35, 95, 24, 100, 20, 38, 91, 19, 93, 33, 22, 23]","[12, 36, 78, 94, 86, 23, 91, 73, 22, 2, 74, 13, 63, 14, 44, 11, 70, 53, 44, 83]","[43, 72, 14, 96, 15, 62, 13, 95, 23, 15, 21, 77, 96, 90, 82, 6, 89, 83, 99, 69]","[8, 34, 30, 85, 82, 68, 56, 45, 50, 99, 51, 13, 99, 80, 60, 1, 18, 5, 38, 2]",63.425
"[27, 33, 59, 49, 80, 26, 81, 25, 71, 2, 14, 44, 50, 6, 46, 5]","[15, 83, 82, 87, 61, 32, 45, 77, 100, 78, 88, 93, 41, 24, 35, 96]","[77, 44, 88, 7, 96, 31, 62, 98, 32, 33, 38, 89, 92, 59, 56, 46]","[7, 95, 18, 92, 56, 89, 83, 37, 91, 75, 81, 8, 53, 27, 70, 61]",64.0
"[72, 73, 24]","[93, 10, 94]","[33, 14, 64]","[16, 10, 15]",60.638297872340424
"[72, 13, 45, 44, 62, 79, 15, 57, 6, 71, 69, 52, 6, 6, 1, 8, 42, 12, 91, 97]","[18, 62, 63, 42, 58, 59, 5, 45, 63, 27, 85, 49, 43, 75, 12, 94, 1, 89, 57, 65]","[26, 74, 16, 47, 45, 6, 27, 5, 54, 21, 38, 51, 51, 16, 10, 42, 31, 87, 83, 54]","[70, 44, 93, 74, 3, 32, 18, 84, 65, 42, 79, 2, 89, 66, 34, 2, 75, 93, 61, 57]",68.68556701030928
"[17, 92, 84, 24, 65, 91, 93, 57, 38, 80, 85, 75, 59]","[55, 16, 43, 38, 81, 24, 91, 36, 79, 46, 33, 27, 49]","[94, 13, 10, 100, 56, 48, 89, 26, 58, 86, 94, 92, 45]","[56, 44, 47, 8, 28, 29, 20, 22, 47, 27, 9, 68, 21]",64.65384615384616
[57],[68],[7],[44],45.588235294117645
"[7, 87, 49, 78, 59]","[19, 94, 27, 43, 96]","[20, 53, 53, 52, 31]","[14, 69, 9, 62, 5]",71.14583333333333
"[22, 93, 52, 43, 16, 92, 1, 56, 99]","[75, 87, 74, 43, 65, 94, 79, 81, 36]","[75, 26, 57, 44, 10, 6, 24, 73, 69]","[84, 28, 66, 42, 18, 83, 43, 95, 35]",65.4320987654321
"[15, 2, 6, 85, 87, 86, 61, 95, 69, 45, 20, 28, 90, 95, 25, 41, 21, 22]","[93, 68, 34, 97, 24, 22, 89, 46, 97, 55, 26, 16, 51, 50, 12, 6, 23, 10]","[67, 54, 86, 21, 63, 82, 49, 23, 38, 20, 83, 78, 89, 61, 70, 30, 43, 97]","[96, 85, 46, 98, 32, 12, 35, 1, 89, 3, 96, 29, 3, 16, 37, 53, 93, 35]",52.91950113378685
"[46, 55, 78, 82, 89, 9, 40, 42, 7, 57, 9, 87, 50, 2, 21, 62, 8, 35]","[43, 22, 25, 8, 50, 26, 32, 46, 9, 85, 14, 95, 19, 57, 80, 35, 38, 12]","[74, 18, 13, 31, 17, 32, 89, 30, 84, 50, 78, 90, 63, 25, 91, 64, 16, 18]","[10, 17, 71, 84, 49, 95, 12, 75, 7, 53, 25, 33, 51, 72, 28, 69, 86, 93]",68.71345029239765
"[82, 53, 91, 45, 60, 39, 51, 77, 49, 78, 81, 13, 28]","[15, 47, 48, 22, 24, 78, 18, 23, 12, 83, 61, 32, 32]","[12, 27, 47, 18, 79, 4, 79, 23, 27, 88, 23, 93, 42]","[38, 51, 13, 5, 11, 83, 100, 34, 24, 93, 39, 19, 43]",69.26923076923077
"[3, 46, 79, 88, 5, 47, 93, 9, 92, 20, 65, 22]","[53, 80, 23, 51, 45, 61, 34, 73, 53, 77, 55, 78]","[1, 64, 43, 42, 20, 1, 26, 33, 55, 26, 62, 43]","[86, 2, 47, 18, 44, 79, 17, 77, 77, 56, 75, 87]",59.90143369175628
"[52, 37, 32, 44, 74, 53, 66, 30, 73, 2, 61, 42]","[100, 81, 22, 14, 82, 97, 39, 69, 25, 69, 95, 78]","[34, 15, 62, 84, 24, 97, 73, 27, 89, 19, 8, 43]","[41, 45, 53, 87, 98, 42, 93, 12, 31, 22, 43, 72]",63.125
"[54, 48, 79, 83, 93, 51, 66, 100, 13, 55, 89, 48, 2, 24, 13]","[12, 53, 79, 44, 95, 93, 96, 1, 78, 2, 50, 66, 41, 95, 7]","[14, 82, 73, 1, 22, 100, 6, 61, 48, 98, 38, 42, 73, 94, 82]","[57, 63, 44, 17, 43, 94, 9, 76, 94, 99, 28, 73, 34, 19, 64]",60.93333333333333
"[34, 7, 18, 95, 48, 10, 5, 90, 78, 65, 80, 6, 98, 59, 6, 12, 5, 5, 47]","[32, 43, 78, 87, 44, 42, 54, 3, 83, 18, 32, 73, 77, 21, 54, 91, 100, 65, 83]","[74, 64, 13, 15, 16, 74, 35, 80, 100, 97, 59, 100, 32, 17, 81, 28, 87, 92, 60]","[10, 45, 26, 3, 34, 26, 33, 41, 70, 26, 71, 83, 42, 26, 96, 53, 72, 45, 48]",62.1578947368421
"[85, 24, 40, 72, 45, 72, 58, 7, 64, 81, 81]","[94, 100, 20, 80, 59, 57, 96, 35, 94, 26, 1]","[42, 47, 92, 38, 93, 10, 56, 16, 23, 45, 37]","[26, 68, 22, 32, 37, 47, 18, 67, 11, 20, 7]",56.04545454545455
"[4, 83, 35, 7, 26, 5, 80, 45]","[96, 52, 34, 1, 83, 89, 29, 67]","[34, 71, 87, 40, 53, 52, 62, 1]","[54, 66, 43, 94, 26, 57, 45, 99]",59.46969696969697
"[33, 63, 91, 5, 20, 10, 38]","[8, 65, 58, 43, 98, 53, 60]","[38, 2, 79, 22, 41, 48, 86]","[18, 67, 16, 35, 48, 94, 100]",62.785714285714285
"[53, 50, 64, 43, 45, 90, 54, 58, 71, 23, 39, 64, 50, 60, 42, 16, 26, 72, 94, 91]","[87, 44, 16, 38, 1, 74, 64, 17, 84, 36, 85, 94, 61, 77, 68, 47, 19, 69, 10, 18]","[87, 88, 18, 41, 82, 67, 85, 23, 1, 62, 47, 38, 43, 29, 64, 50, 25, 89, 64, 87]","[15, 56, 23, 57, 11, 47, 20, 62, 97, 59, 57, 97, 73, 65, 34, 63, 83, 79, 47, 19]",69.5360824742268
"[51, 10, 82, 90, 40, 65, 21, 37, 28, 83, 28, 10, 13, 9, 75, 2, 85, 57]","[47, 78, 86, 42, 81, 52, 47, 67, 12, 98, 2, 28, 51, 90, 71, 79, 8, 48]","[86, 57, 20, 23, 44, 87, 93, 20, 47, 56, 42, 4, 38, 88, 44, 58, 54, 92]","[27, 3, 90, 80, 3, 20, 65, 7, 25, 30, 16, 65, 26, 24, 80, 49, 32, 91]",68.84920634920636
"[78, 37]","[26, 37]","[69, 67]","[25, 100]",52.75
"[6, 49, 26, 18, 64, 31, 65, 93, 7, 100, 63, 44, 59, 96, 72, 52]","[9, 12, 26, 24, 86, 90, 38, 99, 89, 87, 87, 92, 57, 48, 4, 91]","[100, 65, 97, 8, 69, 15, 28, 60, 46, 78, 33, 33, 85, 80, 49, 14]","[75, 59, 12, 40, 11, 68, 10, 84, 44, 89, 33, 93, 83, 49, 84, 73]",61.90625
"[87, 48, 56, 5, 10, 81, 83, 14, 59, 50]","[62, 84, 36, 75, 54, 78, 28, 4, 60, 76]","[5, 7, 17, 51, 15, 74, 6, 97, 7, 2]","[12, 10, 59, 28, 24, 90, 41, 43, 43, 26]",62.11340206185567
"[80, 29, 38, 60, 10, 72, 27, 85]","[84, 60, 35, 90, 77, 93, 60, 36]","[94, 12, 5, 99, 12, 62, 27, 62]","[72, 89, 11, 8, 96, 42, 31, 55]",65.3409090909091
"[48, 99, 73, 26, 50, 63, 4, 51, 25, 77, 25, 76, 83, 83, 98, 87, 11, 75, 11, 73]","[80, 94, 25, 32, 79, 87, 34, 23, 94, 7, 71, 33, 57, 59, 87, 82, 24, 65, 22, 77]","[82, 76, 89, 73, 65, 76, 34, 63, 27, 50, 21, 80, 74, 36, 30, 12, 7, 97, 11, 66]","[47, 35, 10, 60, 25, 73, 27, 42, 22, 82, 43, 31, 64, 95, 98, 2, 22, 84, 2, 45]",72.02020202020202
"[79, 21, 65, 70, 86, 2, 48, 27, 18, 86, 99, 6, 68, 99]","[80, 86, 7, 79, 93, 65, 63, 9, 83, 2, 60, 39, 57, 44]","[61, 11, 65, 30, 60, 35, 22, 84, 66, 5, 22, 43, 30, 100]","[2, 51, 94, 38, 30, 54, 25, 6, 79, 79, 74, 61, 7, 34]",60.035714285714285
[42],[8],[90],[94],28.72340425531915
"[3, 86, 42, 36, 28, 48, 76, 39, 70]","[10, 13, 33, 21, 53, 81, 33, 80, 71]","[57, 100, 71, 85, 74, 56, 33, 12, 13]","[57, 68, 92, 91, 90, 62, 50, 36, 30]",59.44444444444444
"[47, 3, 16, 20, 91, 82, 95, 30, 31]","[18, 1, 76, 20, 96, 44, 8, 10, 24]","[57, 90, 81, 62, 31, 38, 50, 56, 8]","[75, 68, 91, 43, 52, 96, 97, 57, 27]",64.0893470790378
"[26, 1, 35, 45, 4, 77, 14, 94, 52, 44, 23, 30, 89, 10, 5]","[10, 16, 47, 76, 2, 14, 46, 31, 95, 11, 45, 87, 69, 15, 27]","[87, 96, 58, 86, 85, 23, 30, 85, 89, 84, 43, 15, 88, 76, 79]","[81, 76, 37, 60, 13, 44, 23, 7, 66, 87, 59, 33, 17, 30, 5]",61.875
[15],[15],[50],[41],39.0
"[62, 8, 6, 100, 6, 99, 2, 66, 14, 3, 61, 1, 96, 92, 42]","[60, 70, 86, 2, 45, 19, 29, 88, 76, 48, 49, 55, 58, 45, 56]","[1, 99, 15, 99, 76, 89, 96, 10, 38, 68, 96, 97, 8, 55, 58]","[99, 52, 96, 88, 92, 52, 86, 60, 41, 31, 4, 21, 81, 2, 45]",54.76666666666667
"[15, 39, 87, 37, 75, 17, 33, 17, 87, 45, 19]","[63, 82, 97, 43, 19, 49, 100, 25, 23, 1, 91]","[44, 27, 4, 47, 43, 53, 26, 10, 71, 31, 50]","[93, 55, 100, 61, 55, 96, 100, 67, 80, 15, 32]",63.45454545454545
"[22, 11, 10, 88, 86, 60, 67, 67, 24, 96, 64, 92, 22]","[61, 11, 20, 18, 81, 74, 33, 47, 87, 4, 62, 11, 71]","[70, 46, 92, 64, 88, 44, 21, 10, 77, 95, 81, 31, 84]","[74, 43, 43, 64, 27, 2, 69, 30, 44, 97, 45, 75, 23]",70.02379064234735
"[9, 86, 73, 20, 47, 21, 21, 7, 71, 92, 28, 51, 43]","[2, 39, 63, 22, 29, 3, 55, 47, 73, 34, 66, 50, 34]","[99, 54, 42, 72, 11, 69, 6, 89, 36, 92, 85, 31, 79]","[50, 55, 14, 28, 2, 58, 21, 6, 13, 18, 73, 5, 51]",61.577311577311576
"[14, 54, 77, 99, 5, 80, 86, 38, 14]","[21, 25, 33, 48, 72, 46, 79, 99, 74]","[96, 44, 4, 36, 10, 89, 51, 38, 44]","[26, 56, 83, 55, 98, 99, 69, 23, 59]",65.65656565656566
"[44, 7, 31, 36, 28, 10, 2, 49, 50, 25, 74, 81, 44, 18]","[32, 28, 94, 51, 30, 16, 35, 32, 54, 53, 59, 31, 84, 66]","[87, 78, 50, 14, 19, 38, 81, 69, 87, 53, 31, 77, 26, 29]","[92, 12, 98, 13, 87, 98, 28, 72, 8, 21, 40, 73, 46, 92]",63.30174927113703
"[6, 12, 70, 88, 46, 54, 35, 30, 98, 96, 8, 17, 14, 15, 26, 53, 90, 55]","[33, 5, 47, 99, 79, 81, 92, 87, 74, 17, 94, 7, 22, 19, 53, 51, 79, 97]","[77, 60, 6, 46, 53, 71, 84, 88, 16, 46, 19, 8, 97, 62, 37, 20, 96, 42]","[97, 15, 3, 19, 13, 64, 95, 73, 42, 84, 74, 15, 94, 19, 54, 57, 47, 70]",62.85072951739618
"[99, 21, 38, 48, 95]","[50, 83, 55, 69, 27]","[47, 70, 95, 4, 88]","[4, 97, 60, 94, 86]",56.56565656565657
"[6, 48, 2, 23, 79, 53, 36, 76, 88, 63, 55, 38, 54, 33, 34]","[94, 2, 99, 99, 98, 38, 94, 94, 54, 30, 56, 4, 78, 24, 91]","[37, 24, 74, 14, 95, 50, 82, 28, 81, 61, 47, 29, 37, 60, 63]","[75, 55, 2, 48, 91, 38, 3, 54, 73, 57, 67, 50, 11, 93, 32]",72.65993265993266
"[56, 26, 67, 49, 35, 33, 71, 27, 75, 23, 12]","[28, 89, 41, 39, 16, 19, 50, 51, 74, 51, 9]","[63, 36, 8, 19, 98, 49, 92, 3, 20, 43, 17]","[42, 76, 16, 74, 99, 92, 39, 21, 55, 92, 80]",60.009182736455465
"[29, 24, 96, 8, 7, 83, 37, 19, 59, 66, 95, 67, 35, 20]","[72, 100, 16, 73, 83, 20, 88, 17, 44, 8, 80, 43, 35, 25]","[48, 10, 40, 25, 30, 99, 35, 31, 14, 21, 52, 90, 12, 24]","[16, 8, 51, 31, 57, 60, 38, 74, 15, 80, 42, 61, 56, 91]",65.64285714285714
"[11, 43, 82, 71, 20, 9, 42, 46, 94, 73, 67, 81, 49, 100, 88]","[20, 43, 4, 45, 76, 84, 93, 4, 44, 63, 38, 31, 63, 67, 77]","[50, 11, 79, 100, 4, 83, 8, 42, 3, 97, 33, 59, 52, 91, 55]","[25, 10, 63, 37, 46, 3, 68, 89, 34, 52, 4, 46, 78, 28, 89]",65.5
"[36, 49, 21, 18, 42, 95, 60, 20, 47, 44, 1, 59, 90, 23, 38, 14]","[56, 70, 89, 49, 70, 21, 73, 94, 91, 8, 57, 29, 6, 77, 98, 40]","[3, 87, 27, 10, 7, 47, 64, 45, 59, 17, 20, 24, 94, 8, 5, 4]","[16, 2, 44, 28, 2, 70, 63, 11, 24, 70, 62, 20, 51, 94, 95, 80]",60.267857142857146
"[96, 87, 6, 66, 100, 4, 14, 76, 81, 77, 31, 83, 47, 92, 22, 27, 70, 98]","[54, 22, 75, 68, 51, 89, 74, 90, 11, 77, 81, 51, 22, 7, 6, 45, 32, 90]","[83, 5, 39, 30, 54, 35, 11, 62, 11, 33, 55, 96, 76, 40, 54, 95, 15, 93]","[78, 5, 6, 25, 34, 65, 59, 90, 83, 82, 46, 42, 50, 92, 40, 33, 83, 90]",71.5
"[93, 94, 30, 24, 41, 20, 67, 32, 49, 29, 88, 48, 15, 2, 37, 16, 96]","[67, 65, 58, 28, 68, 48, 15, 70, 25, 69, 1, 100, 26, 18, 89, 17, 65]","[35, 10, 19, 39, 61, 80, 37, 68, 68, 4, 8, 67, 79, 92, 15, 55, 26]","[13, 98, 15, 36, 42, 49, 45, 49, 77, 75, 48, 70, 52, 69, 45, 39, 59]",67.23529411764706
[68],[55],[42],[19],54.411764705882355
[55],[6],[41],[54],67.27272727272727
