offers_A,demands_A,offers_B,demands_B,compatibility_percent
"[79, 52, 67, 43, 31]","[29, 32, 28, 16, 17]","[31, 73, 85, 88, 82]","[77, 17, 68, 32, 15]",65.68181818181819
"[41, 23, 27, 57, 47]","[12, 15, 41, 100, 54]","[55, 38, 98, 27, 77]","[61, 65, 23, 97, 23]",65.1
"[42, 46, 44, 49, 28]","[77, 19, 87, 4, 15]","[80, 29, 97, 5, 43]","[2, 89, 78, 1, 96]",70.61855670103093
"[2, 40, 54, 12, 98]","[91, 26, 24, 24, 70]","[48, 29, 47, 42, 91]","[56, 31, 58, 21, 83]",79.69387755102039
"[73, 41, 68, 14, 37]","[11, 91, 66, 68, 46]","[19, 14, 32, 100, 46]","[46, 70, 11, 76, 81]",63.0
"[62, 21, 82, 50, 49]","[92, 81, 2, 64, 91]","[89, 95, 55, 11, 97]","[86, 61, 24, 95, 55]",68.8659793814433
"[46, 48, 48, 35, 95]","[56, 77, 37, 84, 39]","[47, 4, 72, 37, 48]","[3, 44, 30, 93, 57]",64.84210526315789
"[67, 49, 91, 40, 69]","[92, 86, 35, 67, 15]","[90, 70, 33, 5, 33]","[66, 67, 95, 37, 9]",80.42105263157896
"[20, 90, 50, 85, 85]","[25, 55, 63, 74, 97]","[8, 27, 48, 63, 51]","[76, 65, 62, 2, 10]",62.06185567010309
"[64, 16, 63, 27, 31]","[29, 9, 57, 78, 55]","[40, 14, 39, 51, 24]","[69, 73, 33, 56, 19]",71.15384615384616
"[98, 5, 8, 33, 21]","[20, 97, 26, 42, 54]","[28, 67, 48, 31, 56]","[35, 56, 58, 55, 91]",66.42857142857142
"[85, 85, 53, 64, 32]","[34, 77, 26, 84, 73]","[86, 41, 19, 86, 24]","[67, 66, 78, 34, 45]",70.81395348837209
"[35, 67, 76, 63, 55]","[83, 23, 10, 54, 29]","[32, 32, 45, 26, 56]","[54, 58, 56, 95, 12]",71.26315789473684
"[63, 29, 36, 17, 79]","[72, 35, 96, 46, 32]","[90, 18, 85, 12, 83]","[78, 46, 74, 27, 33]",73.22916666666667
"[97, 20, 43, 31, 53]","[8, 14, 18, 47, 62]","[67, 11, 57, 63, 6]","[20, 16, 57, 30, 26]",69.48453608247424
"[68, 71, 20, 38, 95]","[33, 61, 67, 72, 8]","[25, 94, 63, 51, 33]","[13, 63, 71, 46, 7]",68.31578947368422
"[80, 21, 90, 95, 19]","[27, 31, 22, 15, 65]","[54, 95, 88, 9, 29]","[61, 37, 9, 35, 68]",55.36842105263158
"[7, 22, 35, 78, 23]","[90, 6, 49, 61, 42]","[88, 86, 29, 40, 72]","[61, 67, 14, 12, 3]",60.111111111111114
"[17, 79, 33, 36, 30]","[83, 56, 56, 97, 29]","[89, 94, 58, 21, 50]","[25, 71, 87, 23, 23]",75.97938144329896
"[6, 51, 74, 2, 79]","[25, 10, 11, 68, 75]","[28, 7, 1, 95, 14]","[67, 39, 76, 92, 47]",68.31578947368422
"[19, 36, 75, 91, 57]","[56, 15, 23, 72, 62]","[25, 62, 17, 36, 33]","[7, 92, 66, 61, 21]",68.26086956521739
"[70, 11, 53, 36, 54]","[87, 67, 72, 27, 80]","[24, 5, 8, 74, 79]","[74, 74, 97, 3, 35]",58.76288659793814
"[21, 70, 14, 24, 45]","[9, 60, 27, 30, 20]","[73, 31, 34, 12, 91]","[26, 95, 2, 19, 47]",74.94736842105263
"[14, 19, 76, 4, 94]","[95, 11, 13, 48, 17]","[59, 51, 98, 95, 27]","[84, 70, 3, 66, 34]",45.51020408163265
"[95, 72, 59, 40, 9]","[38, 82, 52, 64, 15]","[52, 2, 57, 48, 76]","[89, 96, 90, 72, 67]",65.9375
"[72, 5, 12, 88, 85]","[98, 21, 76, 5, 26]","[40, 99, 37, 13, 71]","[4, 27, 81, 70, 61]",56.666666666666664
"[35, 65, 28, 88, 34]","[32, 82, 71, 4, 16]","[30, 66, 73, 95, 92]","[59, 92, 27, 62, 37]",71.78947368421052
"[64, 14, 59, 55, 54]","[65, 39, 34, 86, 1]","[3, 24, 37, 5, 30]","[25, 46, 78, 31, 6]",59.06976744186046
"[75, 23, 78, 64, 67]","[82, 41, 35, 89, 73]","[49, 64, 80, 7, 62]","[13, 83, 89, 4, 42]",53.70786516853933
"[7, 64, 20, 94, 33]","[59, 83, 24, 48, 39]","[7, 14, 71, 61, 4]","[84, 82, 43, 95, 72]",60.63157894736842
"[99, 4, 63, 5, 31]","[59, 95, 51, 46, 20]","[1, 88, 3, 65, 72]","[73, 77, 72, 52, 18]",64.44444444444444
"[37, 4, 47, 92, 47]","[34, 90, 45, 7, 79]","[71, 54, 92, 25, 13]","[85, 79, 11, 15, 33]",50.65217391304348
"[11, 89, 11, 84, 88]","[21, 74, 41, 37, 53]","[20, 21, 91, 97, 15]","[24, 82, 86, 56, 91]",66.18556701030928
"[52, 10, 32, 45, 58]","[10, 83, 18, 56, 2]","[18, 77, 29, 60, 23]","[85, 21, 53, 68, 60]",83.52941176470588
"[8, 24, 28, 49, 83]","[96, 3, 54, 13, 41]","[49, 59, 74, 75, 80]","[11, 30, 53, 1, 63]",66.04166666666667
"[38, 55, 81, 100, 2]","[68, 97, 94, 63, 58]","[65, 98, 50, 48, 38]","[62, 48, 34, 19, 100]",66.0
"[13, 40, 1, 17, 85]","[92, 42, 32, 24, 28]","[35, 35, 89, 91, 79]","[50, 92, 72, 48, 97]",54.43298969072165
"[79, 88, 83, 32, 20]","[34, 71, 53, 97, 48]","[1, 39, 51, 37, 30]","[91, 42, 77, 42, 40]",75.36082474226804
"[94, 50, 10, 17, 25]","[50, 12, 64, 20, 39]","[34, 3, 17, 11, 62]","[79, 54, 48, 9, 31]",81.38297872340425
"[45, 42, 69, 43, 78]","[17, 84, 70, 30, 85]","[34, 68, 59, 42, 64]","[21, 19, 89, 28, 37]",77.52808988764045
"[47, 16, 43, 51, 75]","[77, 97, 36, 51, 73]","[74, 87, 56, 55, 84]","[79, 7, 84, 98, 29]",77.24489795918367
"[94, 64, 56, 57, 69]","[94, 94, 92, 47, 18]","[28, 45, 65, 64, 21]","[34, 45, 5, 82, 66]",65.95744680851064
"[23, 43, 61, 22, 79]","[39, 95, 50, 73, 66]","[39, 39, 64, 11, 99]","[42, 43, 95, 4, 69]",75.15151515151516
"[73, 61, 98, 26, 26]","[66, 68, 93, 10, 33]","[37, 9, 3, 89, 42]","[6, 26, 54, 14, 60]",53.265306122448976
"[54, 31, 17, 61, 46]","[15, 57, 78, 54, 68]","[17, 10, 70, 37, 74]","[66, 45, 67, 77, 82]",74.63414634146342
"[26, 4, 93, 87, 20]","[59, 76, 15, 34, 15]","[78, 38, 5, 15, 13]","[10, 19, 44, 13, 95]",66.63157894736842
"[80, 69, 79, 2, 55]","[92, 71, 3, 56, 17]","[46, 2, 14, 15, 67]","[98, 80, 69, 66, 1]",61.83673469387755
"[61, 11, 41, 26, 47]","[27, 58, 48, 33, 37]","[10, 66, 90, 38, 75]","[98, 76, 2, 83, 53]",67.95918367346938
"[44, 57, 49, 5, 33]","[22, 74, 47, 40, 60]","[17, 33, 87, 9, 8]","[54, 1, 28, 33, 30]",67.01149425287356
"[33, 8, 62, 34, 69]","[67, 93, 27, 70, 11]","[2, 52, 4, 7, 40]","[18, 44, 40, 20, 71]",66.66666666666667
"[95, 76, 60, 72, 51]","[94, 50, 46, 10, 72]","[76, 19, 23, 71, 7]","[34, 66, 79, 50, 1]",62.10526315789474
"[43, 42, 89, 3, 89]","[46, 57, 16, 98, 57]","[60, 1, 17, 40, 20]","[74, 93, 81, 14, 31]",66.83673469387755
"[87, 70, 61, 31, 14]","[24, 79, 95, 12, 20]","[85, 77, 93, 42, 74]","[43, 30, 18, 22, 49]",66.3157894736842
"[8, 13, 25, 27, 43]","[69, 60, 9, 32, 86]","[4, 90, 86, 13, 45]","[14, 9, 21, 31, 90]",67.0
"[53, 73, 35, 68, 56]","[30, 43, 75, 19, 24]","[88, 38, 43, 11, 53]","[20, 54, 44, 35, 34]",71.81818181818181
"[51, 49, 9, 71, 86]","[67, 92, 67, 54, 57]","[32, 16, 74, 71, 12]","[16, 86, 63, 46, 20]",56.84782608695652
"[17, 75, 90, 56, 71]","[86, 8, 30, 38, 61]","[31, 45, 66, 77, 100]","[41, 74, 47, 36, 1]",63.6
"[4, 5, 54, 14, 43]","[64, 82, 92, 100, 31]","[35, 68, 36, 73, 37]","[22, 76, 84, 29, 14]",70.5
"[32, 39, 36, 46, 90]","[84, 2, 19, 44, 45]","[60, 46, 45, 57, 3]","[26, 54, 16, 17, 82]",74.77777777777777
"[57, 30, 94, 45, 18]","[31, 98, 93, 58, 67]","[96, 19, 86, 80, 42]","[10, 10, 25, 59, 76]",58.57142857142857
"[11, 19, 29, 5, 96]","[67, 66, 47, 39, 92]","[8, 96, 50, 73, 72]","[24, 92, 51, 98, 14]",56.224489795918366
"[35, 69, 17, 70, 84]","[20, 73, 83, 9, 46]","[61, 38, 30, 98, 61]","[81, 92, 81, 95, 41]",55.714285714285715
"[46, 68, 8, 19, 21]","[43, 45, 79, 45, 60]","[67, 27, 58, 76, 48]","[82, 40, 44, 61, 3]",67.5609756097561
"[67, 69, 57, 39, 28]","[92, 83, 97, 44, 88]","[79, 46, 87, 4, 24]","[13, 50, 49, 63, 31]",71.95876288659794
"[28, 82, 86, 96, 6]","[20, 18, 91, 18, 52]","[47, 7, 73, 53, 66]","[21, 73, 59, 89, 40]",80.31249999999999
"[9, 83, 68, 74, 28]","[88, 96, 71, 85, 65]","[6, 32, 95, 29, 38]","[63, 35, 60, 57, 24]",60.0
"[45, 79, 33, 76, 43]","[42, 74, 33, 93, 11]","[17, 72, 75, 74, 27]","[14, 48, 36, 59, 98]",75.40816326530613
"[59, 11, 54, 67, 92]","[87, 22, 34, 25, 25]","[28, 71, 14, 68, 46]","[21, 79, 86, 60, 12]",54.67391304347826
"[100, 56, 6, 28, 83]","[29, 9, 25, 17, 98]","[54, 70, 46, 38, 54]","[29, 38, 99, 27, 77]",63.9
"[63, 20, 43, 99, 56]","[33, 3, 78, 3, 93]","[44, 6, 67, 86, 31]","[80, 16, 47, 100, 99]",76.1
"[87, 74, 86, 47, 69]","[5, 98, 84, 27, 56]","[16, 27, 68, 14, 96]","[61, 100, 24, 37, 21]",67.7
"[87, 95, 21, 21, 80]","[75, 57, 15, 91, 71]","[30, 57, 72, 73, 7]","[78, 32, 48, 67, 62]",63.473684210526315
"[88, 26, 95, 15, 34]","[87, 69, 91, 64, 75]","[88, 71, 2, 41, 13]","[9, 82, 69, 32, 85]",57.26315789473684
"[79, 12, 79, 57, 68]","[95, 88, 53, 80, 92]","[43, 16, 40, 12, 37]","[54, 96, 24, 74, 6]",47.604166666666664
"[68, 96, 39, 80, 34]","[56, 86, 47, 98, 35]","[80, 93, 97, 7, 9]","[80, 54, 15, 100, 2]",67.2
"[2, 66, 16, 49, 89]","[85, 93, 73, 16, 79]","[4, 25, 27, 23, 97]","[62, 18, 2, 35, 63]",60.618556701030926
"[100, 44, 30, 67, 49]","[10, 90, 83, 80, 57]","[31, 57, 85, 24, 21]","[44, 16, 61, 36, 93]",66.2
"[24, 33, 84, 32, 16]","[70, 81, 94, 93, 63]","[42, 37, 87, 64, 2]","[81, 98, 16, 24, 56]",58.46938775510204
"[19, 62, 78, 65, 32]","[31, 93, 51, 41, 30]","[90, 12, 48, 62, 38]","[2, 14, 4, 17, 89]",55.26881720430107
"[66, 30, 9, 15, 50]","[55, 88, 95, 11, 88]","[88, 5, 14, 15, 19]","[27, 40, 83, 23, 23]",54.94736842105263
"[39, 57, 31, 91, 31]","[50, 26, 66, 55, 51]","[46, 67, 11, 39, 18]","[12, 74, 17, 97, 88]",72.16494845360825
"[51, 6, 70, 89, 64]","[60, 14, 4, 1, 18]","[72, 33, 11, 7, 76]","[83, 45, 58, 61, 16]",70.67415730337079
"[29, 4, 16, 25, 94]","[49, 97, 13, 17, 13]","[94, 35, 95, 41, 33]","[86, 33, 69, 98, 35]",48.57142857142857
"[96, 65, 40, 78, 79]","[29, 88, 37, 70, 57]","[54, 38, 7, 36, 62]","[47, 86, 97, 4, 50]",61.44329896907217
"[91, 74, 95, 68, 23]","[73, 15, 37, 26, 79]","[100, 29, 34, 96, 20]","[51, 96, 99, 24, 59]",68.1
"[100, 44, 87, 14, 74]","[63, 6, 49, 6, 10]","[72, 11, 40, 97, 81]","[30, 80, 79, 46, 95]",64.8
"[94, 91, 29, 67, 77]","[31, 7, 60, 13, 71]","[86, 26, 98, 56, 52]","[22, 21, 27, 21, 92]",61.326530612244895
"[33, 84, 40, 80, 55]","[41, 69, 29, 80, 11]","[40, 22, 86, 56, 52]","[87, 98, 87, 49, 80]",65.20408163265306
"[85, 49, 95, 91, 8]","[22, 15, 86, 43, 76]","[77, 96, 2, 100, 69]","[39, 38, 78, 14, 41]",53.2
"[38, 88, 83, 20, 60]","[59, 94, 43, 29, 55]","[45, 26, 28, 32, 3]","[29, 72, 18, 9, 85]",70.42553191489361
"[61, 54, 6, 84, 33]","[60, 77, 5, 95, 24]","[76, 90, 35, 84, 80]","[91, 38, 84, 49, 54]",67.78947368421053
"[86, 99, 79, 34, 13]","[21, 77, 27, 98, 52]","[65, 72, 67, 27, 49]","[15, 6, 10, 76, 10]",55.45454545454545
"[26, 46, 59, 79, 26]","[85, 52, 39, 53, 66]","[22, 89, 23, 58, 62]","[60, 42, 87, 64, 2]",74.15730337078652
"[76, 62, 59, 53, 19]","[98, 27, 74, 39, 95]","[9, 37, 16, 12, 46]","[7, 90, 80, 42, 79]",56.93877551020408
"[14, 69, 79, 94, 49]","[85, 74, 31, 25, 47]","[87, 21, 62, 71, 35]","[77, 19, 50, 76, 61]",66.38297872340425
"[21, 68, 71, 23, 20]","[32, 61, 13, 70, 51]","[54, 67, 23, 11, 61]","[41, 98, 91, 34, 40]",78.77551020408163
"[86, 47, 11, 66, 21]","[67, 14, 21, 87, 80]","[66, 61, 31, 3, 56]","[38, 31, 39, 74, 40]",67.24137931034483
"[38, 71, 51, 47, 21]","[2, 28, 25, 70, 38]","[62, 80, 79, 30, 93]","[92, 42, 3, 61, 80]",50.0
"[28, 56, 32, 93, 51]","[32, 43, 38, 13, 63]","[60, 19, 80, 94, 94]","[78, 68, 25, 29, 27]",61.38297872340426
"[3, 71, 61, 69, 83]","[4, 90, 6, 13, 39]","[10, 67, 60, 43, 3]","[35, 2, 56, 1, 35]",58.77777777777778
"[28, 47, 46, 66, 21]","[14, 21, 31, 51, 31]","[89, 8, 90, 37, 50]","[29, 56, 69, 60, 43]",73.22222222222223
"[64, 8, 96, 24, 36]","[24, 27, 86, 20, 51]","[72, 60, 23, 75, 45]","[21, 73, 42, 7, 65]",56.979166666666664
"[19, 50, 75, 95, 85]","[99, 94, 61, 94, 5]","[17, 60, 72, 64, 76]","[76, 88, 46, 73, 58]",59.494949494949495
"[80, 81, 60, 88, 68]","[5, 49, 52, 79, 90]","[33, 14, 29, 49, 54]","[35, 7, 47, 61, 2]",58.111111111111114
"[16, 60, 56, 87, 42]","[17, 81, 81, 4, 92]","[80, 78, 66, 38, 84]","[74, 61, 20, 2, 61]",65.0
"[15, 95, 82, 91, 78]","[93, 66, 62, 74, 36]","[15, 70, 20, 52, 60]","[83, 45, 46, 97, 19]",59.896907216494846
"[75, 80, 94, 56, 38]","[15, 79, 98, 65, 16]","[53, 20, 49, 93, 88]","[53, 26, 99, 40, 87]",60.4040404040404
"[35, 1, 78, 85, 42]","[18, 98, 50, 31, 44]","[82, 61, 78, 62, 11]","[61, 25, 52, 97, 94]",66.0204081632653
"[17, 68, 97, 26, 98]","[3, 71, 66, 53, 49]","[23, 62, 80, 29, 97]","[90, 32, 63, 46, 1]",61.734693877551024
"[18, 72, 11, 64, 97]","[27, 9, 47, 84, 91]","[6, 66, 55, 60, 3]","[99, 67, 34, 36, 39]",60.303030303030305
"[53, 92, 63, 94, 27]","[77, 64, 84, 68, 43]","[5, 93, 8, 53, 19]","[13, 5, 33, 26, 63]",49.255319148936174
"[31, 64, 83, 77, 1]","[54, 44, 78, 31, 82]","[49, 63, 54, 84, 50]","[30, 85, 100, 4, 74]",68.2
"[12, 30, 57, 92, 38]","[16, 31, 66, 21, 28]","[48, 71, 62, 76, 90]","[50, 31, 78, 21, 96]",60.208333333333336
"[65, 16, 83, 67, 24]","[82, 80, 95, 89, 15]","[93, 38, 97, 61, 58]","[81, 91, 53, 14, 21]",68.76288659793815
"[42, 28, 6, 99, 22]","[68, 76, 65, 1, 67]","[94, 65, 35, 100, 28]","[10, 100, 26, 32, 47]",57.9
"[28, 98, 47, 21, 6]","[56, 35, 3, 20, 32]","[80, 90, 81, 1, 72]","[92, 19, 60, 16, 34]",58.673469387755105
"[76, 64, 17, 19, 53]","[12, 89, 92, 64, 69]","[21, 7, 87, 62, 44]","[76, 26, 85, 53, 58]",70.8695652173913
"[51, 63, 53, 72, 62]","[95, 69, 46, 76, 74]","[79, 49, 68, 27, 88]","[9, 11, 66, 15, 2]",63.68421052631579
"[97, 34, 69, 95, 84]","[58, 57, 52, 56, 72]","[41, 98, 68, 65, 46]","[74, 43, 79, 91, 91]",83.46938775510205
"[27, 51, 41, 39, 70]","[53, 73, 76, 23, 28]","[48, 35, 57, 26, 39]","[71, 56, 37, 58, 61]",79.34210526315789
"[37, 16, 8, 100, 27]","[96, 47, 70, 84, 47]","[24, 84, 25, 55, 16]","[87, 36, 4, 40, 25]",65.0
"[82, 23, 70, 49, 39]","[90, 31, 75, 63, 95]","[61, 66, 19, 75, 88]","[16, 67, 11, 96, 61]",60.729166666666664
"[10, 57, 61, 41, 41]","[53, 35, 46, 83, 51]","[74, 51, 8, 28, 3]","[87, 59, 68, 12, 3]",61.95402298850575
"[28, 56, 66, 97, 43]","[3, 5, 64, 73, 21]","[41, 93, 47, 10, 19]","[45, 59, 47, 100, 97]",69.6
"[46, 57, 82, 85, 34]","[13, 50, 41, 56, 51]","[16, 66, 28, 76, 37]","[30, 76, 44, 43, 21]",77.17647058823529
"[67, 91, 7, 57, 74]","[59, 86, 77, 96, 75]","[72, 88, 44, 76, 5]","[42, 58, 68, 55, 19]",67.29166666666666
"[44, 35, 14, 63, 56]","[7, 8, 65, 77, 27]","[4, 99, 27, 33, 44]","[59, 46, 89, 58, 27]",66.86868686868686
"[98, 91, 82, 77, 83]","[4, 48, 21, 22, 56]","[17, 18, 95, 82, 44]","[17, 26, 86, 93, 51]",60.51020408163265
"[5, 82, 33, 76, 38]","[43, 65, 49, 49, 31]","[34, 87, 27, 27, 27]","[68, 11, 27, 74, 50]",73.2183908045977
"[97, 11, 97, 99, 58]","[45, 70, 99, 60, 31]","[66, 61, 2, 4, 66]","[32, 69, 35, 8, 96]",46.26262626262626
"[69, 98, 1, 60, 41]","[40, 16, 75, 81, 35]","[40, 85, 57, 71, 76]","[95, 53, 16, 3, 57]",69.6938775510204
"[88, 12, 22, 79, 76]","[55, 83, 58, 93, 87]","[15, 86, 59, 52, 30]","[11, 100, 62, 8, 19]",52.5
"[93, 59, 89, 18, 28]","[2, 92, 58, 37, 82]","[20, 50, 37, 1, 72]","[94, 65, 6, 80, 76]",65.2127659574468
"[79, 60, 5, 4, 39]","[46, 60, 1, 89, 58]","[4, 99, 100, 95, 19]","[53, 48, 46, 15, 31]",67.7
"[79, 79, 23, 89, 90]","[41, 23, 81, 83, 10]","[27, 43, 93, 13, 38]","[10, 68, 14, 25, 44]",63.11827956989247
"[4, 2, 43, 48, 85]","[40, 24, 1, 89, 15]","[35, 36, 65, 98, 94]","[94, 44, 66, 18, 82]",63.57142857142857
"[81, 82, 100, 9, 4]","[71, 40, 75, 73, 86]","[39, 46, 97, 28, 16]","[47, 46, 5, 36, 40]",59.7
"[39, 68, 14, 72, 24]","[82, 71, 75, 20, 53]","[21, 41, 1, 49, 69]","[79, 70, 93, 17, 45]",56.236559139784944
"[32, 32, 79, 44, 80]","[34, 5, 92, 35, 42]","[60, 38, 53, 41, 95]","[88, 70, 23, 86, 54]",60.526315789473685
"[87, 37, 25, 97, 30]","[53, 90, 35, 4, 17]","[97, 36, 18, 49, 19]","[88, 42, 9, 78, 92]",72.68041237113403
"[10, 74, 93, 12, 83]","[68, 48, 25, 34, 50]","[33, 23, 13, 79, 42]","[92, 84, 52, 94, 1]",55.1063829787234
"[28, 33, 34, 10, 35]","[43, 54, 23, 21, 2]","[33, 68, 80, 19, 20]","[96, 44, 51, 26, 49]",76.35416666666667
"[20, 67, 61, 49, 14]","[96, 4, 21, 7, 100]","[39, 43, 57, 53, 2]","[29, 46, 78, 68, 82]",59.0
"[73, 85, 58, 63, 100]","[28, 32, 57, 90, 70]","[1, 68, 88, 85, 52]","[58, 81, 76, 52, 94]",82.9
"[2, 3, 39, 31, 6]","[18, 52, 19, 94, 84]","[28, 15, 65, 30, 81]","[96, 57, 31, 27, 56]",61.458333333333336
"[75, 45, 12, 34, 49]","[75, 18, 85, 3, 67]","[34, 6, 60, 28, 27]","[88, 3, 56, 8, 52]",69.20454545454545
"[31, 62, 20, 23, 62]","[76, 87, 7, 34, 6]","[56, 25, 25, 2, 34]","[6, 37, 52, 7, 94]",69.14893617021276
"[49, 33, 71, 86, 53]","[6, 80, 27, 3, 70]","[72, 47, 34, 64, 22]","[14, 37, 14, 74, 51]",62.2093023255814
"[78, 87, 79, 90, 78]","[3, 10, 57, 64, 65]","[2, 30, 60, 90, 99]","[2, 13, 47, 90, 38]",69.0909090909091
"[77, 49, 85, 8, 9]","[82, 1, 32, 89, 96]","[40, 88, 53, 23, 49]","[29, 5, 29, 69, 84]",43.020833333333336
"[75, 47, 53, 17, 4]","[62, 100, 80, 26, 83]","[62, 87, 62, 68, 40]","[51, 4, 57, 54, 58]",72.2
"[41, 53, 61, 46, 71]","[26, 20, 83, 13, 90]","[5, 34, 94, 55, 3]","[69, 8, 31, 9, 81]",65.42553191489361
"[73, 22, 63, 96, 40]","[94, 26, 31, 83, 94]","[4, 61, 100, 37, 29]","[32, 49, 11, 43, 51]",51.1
"[54, 53, 63, 78, 19]","[8, 92, 89, 70, 41]","[76, 79, 93, 60, 82]","[83, 92, 82, 15, 58]",65.05376344086021
"[31, 58, 78, 26, 46]","[13, 84, 72, 57, 93]","[86, 83, 27, 69, 63]","[28, 96, 23, 26, 54]",72.39583333333333
"[17, 54, 70, 86, 45]","[56, 2, 81, 80, 67]","[47, 96, 53, 18, 14]","[3, 96, 81, 61, 32]",63.4375
"[16, 87, 69, 65, 58]","[5, 49, 63, 62, 46]","[87, 26, 66, 31, 18]","[100, 70, 62, 63, 38]",70.3
"[55, 48, 44, 17, 58]","[48, 32, 99, 69, 23]","[53, 35, 70, 17, 27]","[17, 97, 8, 83, 47]",70.4040404040404
"[95, 44, 84, 43, 69]","[49, 18, 98, 74, 64]","[70, 37, 23, 22, 85]","[57, 36, 56, 15, 11]",64.48979591836735
"[15, 46, 87, 49, 71]","[83, 35, 19, 96, 38]","[25, 40, 52, 18, 75]","[58, 80, 22, 78, 13]",54.166666666666664
"[90, 42, 4, 20, 31]","[26, 68, 73, 22, 90]","[89, 19, 66, 100, 29]","[37, 10, 68, 45, 97]",50.2
"[11, 96, 82, 25, 37]","[41, 99, 9, 1, 61]","[41, 22, 22, 27, 19]","[24, 58, 11, 36, 95]",64.74747474747474
"[54, 63, 35, 33, 39]","[55, 1, 84, 59, 78]","[64, 61, 62, 47, 63]","[72, 72, 21, 69, 74]",72.61904761904762
"[99, 83, 83, 41, 75]","[20, 61, 81, 34, 55]","[78, 50, 43, 23, 40]","[96, 40, 90, 47, 46]",77.67676767676768
"[99, 47, 81, 1, 50]","[63, 7, 88, 24, 90]","[73, 46, 79, 67, 40]","[56, 91, 85, 86, 58]",66.16161616161617
"[17, 81, 62, 58, 65]","[85, 49, 38, 72, 86]","[8, 58, 35, 36, 73]","[74, 34, 11, 52, 16]",59.53488372093023
"[64, 30, 9, 55, 72]","[42, 92, 16, 27, 69]","[9, 45, 9, 32, 26]","[47, 36, 74, 43, 96]",73.02083333333333
"[41, 81, 14, 41, 18]","[9, 72, 35, 37, 12]","[33, 47, 56, 18, 84]","[61, 53, 61, 32, 21]",68.0952380952381
"[85, 42, 4, 25, 57]","[25, 11, 98, 1, 3]","[94, 13, 11, 68, 93]","[19, 24, 65, 99, 3]",40.60606060606061
"[71, 34, 50, 69, 55]","[67, 15, 78, 67, 2]","[33, 100, 19, 26, 94]","[34, 87, 17, 29, 86]",49.5
"[35, 36, 51, 12, 15]","[47, 77, 49, 18, 52]","[54, 77, 7, 89, 10]","[6, 23, 67, 67, 39]",66.40449438202248
"[79, 51, 32, 50, 37]","[89, 9, 26, 49, 4]","[78, 79, 63, 20, 53]","[39, 5, 86, 31, 89]",54.26966292134831
"[56, 83, 25, 20, 60]","[55, 35, 36, 29, 99]","[38, 87, 65, 51, 69]","[4, 40, 63, 78, 10]",60.505050505050505
"[51, 5, 40, 83, 61]","[71, 66, 32, 40, 89]","[99, 80, 96, 2, 12]","[69, 40, 45, 6, 59]",63.83838383838384
"[73, 96, 56, 21, 69]","[32, 87, 26, 75, 33]","[82, 15, 88, 41, 40]","[94, 12, 22, 20, 64]",61.458333333333336
"[90, 78, 87, 2, 96]","[26, 28, 16, 17, 43]","[2, 41, 73, 1, 77]","[34, 99, 73, 23, 28]",67.27272727272727
"[35, 74, 48, 23, 55]","[41, 32, 92, 30, 95]","[10, 39, 35, 6, 73]","[89, 17, 90, 74, 91]",59.89473684210526
"[17, 74, 56, 45, 76]","[77, 82, 2, 12, 74]","[65, 7, 94, 97, 100]","[30, 7, 94, 17, 17]",50.5
"[12, 74, 83, 40, 82]","[95, 73, 46, 19, 46]","[48, 22, 86, 60, 10]","[63, 75, 63, 6, 77]",65.6842105263158
"[56, 23, 25, 9, 24]","[46, 42, 1, 38, 96]","[57, 51, 97, 28, 94]","[6, 52, 45, 87, 24]",68.55670103092784
"[18, 95, 6, 83, 94]","[87, 43, 65, 69, 4]","[20, 7, 41, 13, 58]","[79, 40, 31, 44, 84]",55.05263157894737
"[36, 76, 74, 85, 28]","[75, 56, 66, 85, 43]","[99, 16, 53, 47, 31]","[26, 23, 43, 58, 22]",74.34343434343434
"[39, 83, 40, 25, 69]","[81, 45, 39, 52, 47]","[5, 13, 93, 53, 66]","[20, 75, 87, 20, 92]",69.46236559139784
"[86, 23, 22, 43, 17]","[73, 10, 44, 62, 13]","[75, 78, 26, 69, 2]","[98, 36, 44, 68, 51]",78.36734693877551
"[44, 52, 62, 7, 68]","[80, 77, 1, 98, 95]","[69, 86, 83, 45, 96]","[59, 99, 41, 52, 29]",67.37373737373737
"[1, 58, 99, 71, 11]","[43, 73, 2, 12, 24]","[81, 55, 35, 62, 14]","[67, 9, 5, 55, 99]",53.333333333333336
"[52, 81, 49, 91, 9]","[94, 58, 62, 12, 10]","[16, 99, 20, 94, 65]","[55, 3, 40, 17, 76]",46.56565656565657
"[17, 3, 36, 61, 93]","[66, 11, 4, 18, 68]","[7, 99, 38, 49, 12]","[9, 8, 96, 74, 65]",61.41414141414141
"[62, 24, 49, 93, 38]","[83, 79, 75, 40, 46]","[17, 10, 100, 97, 77]","[42, 15, 83, 15, 85]",56.4
"[38, 76, 23, 73, 34]","[63, 77, 12, 86, 25]","[76, 90, 53, 88, 21]","[6, 31, 69, 83, 84]",71.55555555555557
"[60, 71, 29, 82, 37]","[59, 12, 78, 13, 32]","[24, 96, 19, 51, 77]","[59, 94, 53, 50, 58]",62.291666666666664
"[2, 28, 35, 84, 65]","[4, 80, 19, 75, 53]","[80, 93, 30, 32, 23]","[77, 15, 42, 3, 96]",60.416666666666664
"[74, 37, 81, 89, 25]","[28, 99, 24, 93, 82]","[51, 43, 79, 99, 5]","[61, 82, 58, 93, 8]",67.77777777777777
